model,ndcg_at_10,recall_at_10,hit_rate_at_10,ndcg_at_20,recall_at_20,mrr,catalog_coverage,novelty_bits,popularity_bias,intra_list_diversity
countsketch_cf,0.14677169877117277,0.11427879074505023,0.584,0.15554355683363494,0.16830354800392822,0.3086763415463107,0.05906775907883082,9.995878858418765,0.04798473035657771,0.8296013743128207
lightfm_id,0.18887525780117562,0.13884318111512894,0.67,0.19879405376760767,0.21395556465642562,0.35937103307768953,0.03808680248007086,9.43877609417788,0.08057662119562846,0.7932227307341783
