model,build_duration_seconds,dependency_inclusive_build_duration_seconds,inference_latency_p50_ms,inference_latency_p95_ms,serialization_latency_p50_ms,serialization_latency_p95_ms,resident_array_bytes,artifact_size_bytes,artifact_sha256
popularity,50.0404547000071,50.0404547000071,0.41385000076843426,0.5384149917517789,0.021700005163438618,0.025105001986958086,433536,57523,cbf60cf21457ac6f49119cba62a7d076c0e7f56da4e0c83954c295b2da9e632c
countsketch_cf,65.769123,65.769123,9.654250003222842,11.490039994532708,0.023100001271814108,0.0261599947407376,28179840,14967050,8eed258b731ff0efd7957a67146faa0116003f293872b4e70854c99a35fdaf91
current_hybrid,7.851967599999625,123.66154530000672,1151.5797500032932,1604.0496449917555,0.02305000089108944,0.028544998349389058,45595008,134338587,be500c0ad0922e9eddcbca091549698d6a4049d2cdda8af24027187bfd685925
