left_model,right_model,metric,users,iterations,seed,difference,ci_lower,ci_upper,ci_excludes_zero
countsketch_cf,popularity,ndcg_at_10,30,2000,42,0.04005866000399731,-0.03243111237457304,0.13686759040696742,False
countsketch_cf,popularity,recall_at_10,30,2000,42,0.15206446706446705,0.040152334152334164,0.2910757575757575,True
current_hybrid,countsketch_cf,ndcg_at_10,30,2000,42,0.029679970883851145,-0.03781290531311905,0.09905784085485649,False
current_hybrid,countsketch_cf,recall_at_10,30,2000,42,-0.0018768768768768836,-0.13245495495495493,0.125970345345345,False
current_hybrid,popularity,ndcg_at_10,30,2000,42,0.06973863088784847,-0.018832260637433318,0.16752823303691336,False
current_hybrid,popularity,recall_at_10,30,2000,42,0.15018759018759018,0.03864339826839829,0.2785907287157286,True
