model,build_duration_seconds,offline_training_duration_seconds,dependency_inclusive_build_duration_seconds,offline_peak_process_rss_bytes,inference_latency_p50_ms,inference_latency_p95_ms,serialization_latency_p50_ms,serialization_latency_p95_ms,resident_array_bytes,artifact_size_bytes,artifact_sha256
current_hybrid,5.289788800058886,5.289788800058886,92.42005150010841,,789.0652499627322,1284.440609999001,0.019499915651977062,0.02129992935806513,45595008,134338587,a196da930e9f7e13a5fcdd3a87922b10004193e5c35016f4e7984f9bbc128f99
current_hybrid_learned,5.3054198999889195,5.3054198999889195,5.3054198999889195,,784.999199968297,1275.1320850744378,0.019400031305849552,0.021105044288560745,45595008,134338587,a196da930e9f7e13a5fcdd3a87922b10004193e5c35016f4e7984f9bbc128f99
