left_model,right_model,metric,users,iterations,seed,difference,relative_difference,ci_lower,ci_upper,ci_excludes_zero
current_hybrid_learned,current_hybrid,ndcg_at_10,800,2000,20260828,-0.0181231097395215,-0.09080940496558178,-0.026852730209790274,-0.009232363447671995,True
current_hybrid_learned,current_hybrid,recall_at_10,800,2000,20260828,-0.02650691982371898,-0.1414936215378055,-0.03721237402242659,-0.01579829109532007,True
