model,ndcg_at_10,recall_at_10,hit_rate_at_10,ndcg_at_20,recall_at_20,mrr,catalog_coverage,novelty_bits,popularity_bias,intra_list_diversity
current_hybrid,0.19957304803825637,0.18733649994700755,0.67375,0.21551101742221873,0.25503061163957835,0.3659800911539011,0.05087466784765279,9.679460475064438,0.05194651774216008,0.7463416848411094
current_hybrid_learned,0.18144993829873493,0.1608295801232886,0.63375,0.19577017355462661,0.22350165707706932,0.3461343515499377,0.0741806908768822,10.108762161182169,0.026595643114073222,0.7931849700662684
