left_model,right_model,metric,users,iterations,seed,difference,relative_difference,ci_lower,ci_upper,ci_excludes_zero
lightfm_id,countsketch_cf,ndcg_at_10,500,1000,42,0.038128958110189924,0.24331656763686713,0.021707552784526327,0.056075179706502574,True
lightfm_id,countsketch_cf,recall_at_10,500,1000,42,0.018483486624950096,0.12451300202959922,-0.0015480942025101513,0.037041366374208795,False
