model,build_duration_seconds,offline_training_duration_seconds,dependency_inclusive_build_duration_seconds,offline_peak_process_rss_bytes,inference_latency_p50_ms,inference_latency_p95_ms,serialization_latency_p50_ms,serialization_latency_p95_ms,resident_array_bytes,artifact_size_bytes,artifact_sha256
countsketch_cf,65.769123,65.769123,65.769123,791773184,7.771249991492368,8.763419991009869,0.02064999716822058,0.02400500670773908,28179840,14967050,8eed258b731ff0efd7957a67146faa0116003f293872b4e70854c99a35fdaf91
lightfm_id,102.231642,297.612526,297.612526,1404833792,1.2647499970626086,1.658454995776992,0.019899976905435324,0.025404989719390866,24794316,20935227,f0850327c566d420ad7175ac2e3c6b4d674f01ee3a33704f3629b9f4242fdd02
