model,segment,users,ndcg_at_10,recall_at_10,hit_rate_at_10
countsketch_cf,heavy,406,0.16283470291771554,0.13724906050389807,0.6847290640394089
countsketch_cf,medium,85,0.12854374634701846,0.19411764705882353,0.32941176470588235
countsketch_cf,sparse,9,0.14616276408730322,0.2222222222222222,0.2222222222222222
lightfm_id,heavy,406,0.2156109704071824,0.1637065563474327,0.7733990147783252
lightfm_id,medium,85,0.10796094219568746,0.17647058823529413,0.3058823529411765
lightfm_id,sparse,9,0.07803529822447448,0.2222222222222222,0.2222222222222222
