left_model,right_model,metric,users,iterations,seed,difference,relative_difference,ci_lower,ci_upper,ci_excludes_zero
countsketch_cf,popularity,ndcg_at_10,119,2000,42,0.029222991863693405,0.2261324025511269,-0.002964235896171724,0.06276169087365778,False
countsketch_cf,popularity,recall_at_10,119,2000,42,0.02573657003151817,0.6887599434010918,0.007927203698454644,0.046160139332141935,True
lightfm_id,countsketch_cf,ndcg_at_10,119,2000,42,0.05765422342311233,0.3638579572729719,0.021860127056560832,0.09310344089314289,True
lightfm_id,countsketch_cf,recall_at_10,119,2000,42,0.005194333394521079,0.08231502539736502,-0.014512797273472516,0.023341125317887252,False
lightfm_hybrid,countsketch_cf,ndcg_at_10,119,2000,42,0.046569262237749466,0.2939003532349054,0.01487910804350716,0.07709794400212627,True
lightfm_hybrid,countsketch_cf,recall_at_10,119,2000,42,0.008821904375798174,0.1398014389128186,-0.005079410155879267,0.022601603419379855,False
lightfm_hybrid,lightfm_id,ndcg_at_10,119,2000,42,-0.011084961185362879,-0.05129390759866705,-0.03565497355215216,0.01311531338997736,False
lightfm_hybrid,lightfm_id,recall_at_10,119,2000,42,0.0036275709812770953,0.053114307910811634,-0.010467666277985292,0.016991748735410064,False
