model,top_1_percent_share,top_5_percent_share,top_10_percent_share,top_20_percent_share,unique_recommended_items,exposure_gini,catalog_coverage,average_training_popularity_count,average_normalized_log_popularity,recommended_training_popularity_count,profile_training_popularity_count,recommended_normalized_popularity,profile_normalized_popularity,popularity_bias
random,0.007625,0.0464375,0.098125,0.200125,10624,0.5504548757196635,0.5881310894596988,1858.5915625,0.33336208229110875,1858.5915624999977,32405.74355597987,0.33336208229110853,0.8302450047664438,-0.4968829224753348
popularity,1.0,1.0,1.0,1.0,92,0.9981355181576617,0.005093002657218778,87089.743,0.9586034192114985,87089.74299999993,32405.74355597987,0.9586034192114989,0.8302450047664438,0.1283584144450543
countsketch_cf,0.6033125,0.887625,0.953,0.984625,1552,0.982340746789194,0.08591674047829938,45742.274625,0.8757591068308638,45742.27462499994,32405.74355597987,0.8757591068308634,0.8302450047664438,0.04551410206441947
als,0.4514375,0.8979375,0.98375,1.0,1574,0.9656586235053144,0.08713463241806908,38232.6246875,0.8684545212302378,38232.62468750002,32405.74355597987,0.868454521230237,0.8302450047664438,0.038209516463793725
oracle,0.24925,0.570625,0.8109375,0.897875,2482,0.963787304860496,0.13740035429583702,24013.1779375,0.7769729761464327,24013.177937500015,32405.74355597987,0.7769729761464335,0.8302450047664438,-0.05327202862001136
