model,ndcg_at_10,recall_at_10,hit_rate_at_10,ndcg_at_20,recall_at_20,mrr,catalog_coverage,novelty_bits,popularity_bias,intra_list_diversity
countsketch_cf,0.15575955197815922,0.18952815985080784,0.4,0.16994835423061305,0.24352028552875798,0.21453006184275553,0.07467891939769708,10.182457820529828,0.0186421366047387,0.8201399860616964
als,0.2334504838907709,0.2853728424882515,0.5233333333333333,0.2595864484648376,0.3794294061492177,0.29835407891328936,0.06665190434012401,10.266583351982455,0.01367440442514875,0.7703177070736281
