model,segment,users,ndcg_at_10,recall_at_10,hit_rate_at_10
countsketch_cf,sparse,100,0.16114542404164575,0.24,0.24
countsketch_cf,medium,100,0.1714057981566305,0.22,0.37
countsketch_cf,heavy,100,0.1347274337362014,0.10858447955242338,0.59
als,sparse,100,0.1836145841085817,0.29,0.29
als,medium,100,0.25012885789073275,0.34,0.49
als,heavy,100,0.2666080096729983,0.22611852746475442,0.79
