model,bucket,users,heldout_items,recall_at_10,ndcg_at_10,recommendation_exposure
countsketch_cf,head,118,3906,0.060395085766461035,0.1742340060959138,0.9394957983193277
countsketch_cf,mid_tail,100,792,0.011264467489123308,0.014373524791503098,0.05084033613445378
countsketch_cf,long_tail,100,176,0.0,0.0,0.009663865546218488
als,head,118,3906,0.12880149287813447,0.30828844927021226,1.0
als,mid_tail,100,792,0.0,0.0,0.0
als,long_tail,100,176,0.0,0.0,0.0
