left_model,right_model,metric,users,iterations,seed,difference,relative_difference,ci_lower,ci_upper,ci_excludes_zero
als,countsketch_cf,ndcg_at_10,119,2000,20260901,0.11998788493002142,0.6679833379511341,0.07986723960510068,0.1591230268234792,True
als,countsketch_cf,recall_at_10,119,2000,20260901,0.048689653230621445,0.8982894856060455,0.034115095089469145,0.06437191667659536,True
