model,segment,users,ndcg_at_10,recall_at_10,hit_rate_at_10
countsketch_cf,sparse,1,0.0,0.0,0.0
countsketch_cf,medium,3,0.20438239758848611,0.16666666666666666,0.3333333333333333
countsketch_cf,heavy,115,0.18054324581538522,0.051740113484636356,0.7565217391304347
als,sparse,1,0.0,0.0,0.0
als,medium,3,0.20438239758848611,0.16666666666666666,0.3333333333333333
als,heavy,115,0.30470462239514656,0.10212331987110553,0.8956521739130435
