model,top_1_percent_share,top_5_percent_share,top_10_percent_share,top_20_percent_share,unique_recommended_items,exposure_gini,catalog_coverage,average_training_popularity_count,average_normalized_log_popularity,recommended_training_popularity_count,profile_training_popularity_count,recommended_normalized_popularity,profile_normalized_popularity,popularity_bias
popularity,1.0,1.0,1.0,1.0,82,0.998072335400059,0.00453941541186891,73919.26983333334,0.953123577922798,73919.26983333335,30195.694493759074,0.953123577922798,0.8303001398258093,0.12282343809698901
countsketch_cf,0.695,0.9376666666666666,0.975,0.9965,692,0.990255074549749,0.038308237378210805,44133.684166666666,0.8863647454775087,44133.68416666669,30195.694493759074,0.8863647454775101,0.8303001398258093,0.05606460565169999
current_hybrid,0.6518333333333334,0.9433333333333334,0.9855,0.9965,614,0.9904859388839681,0.033990256864481844,41856.86816666667,0.8820102269917931,41856.868166666674,30195.694493759074,0.8820102269917937,0.8303001398258093,0.0517100871659843
